,band_name,fans,formed,origin,split,style
4051,"Wormwood",3,2014,"Sweden",2014,"Atmospheric black"
4052,"Wotan",3,1988,"Italy",-,"Heavy"
4053,"WRVTH",3,2007,"USA",2007,"Technical death,Deathcore,Post-metal,Hardcore"
4054,"X Wild",3,1992,"Germany",1996,"Heavy"
4055,"XXX Maniak",3,2003,"USA",2003,"Grindcore"
4056,"Yaotl Mictlan",3,1998,"Mexico, USA",-,"Black,Folk"
4057,"Zealotry",3,2005,"USA",2005,"Death"
4058,"ZX Spectrum",3,2001,"Latvia",-,"Death ',N',Roll"
4059,"???????",2,2011,"Japan",2011,"Black"
4060,"ÆGES",2,2010,"USA",-,"Alternative"
4061,"Ænimus (SWE)",2,2009,"Sweden",2009,"Heavy,Power"
4062,"Ö-Nirik",2,2006,"France",-,"Melodic death,Brutal death"
4063,"2 Wolves",2,2010,"Finland",2010,"Industrial,Symphonic"
4064,"A Canorous Quintet",2,1993,"Sweden",1999,"Melodic death"
4065,"Aabsynthum",2,2004,"Romania",2004,"Black,Funeral doom"
4066,"Abramis Brama",2,1997,"Sweden",-,"Stoner"
4067,"Abscession",2,2009,"Sweden",2009,"Death"
4068,"Abstracter",2,2010,"USA",-,"Black,Doom,Sludge,Crust,Punk"
4069,"Abyssaria",2,1998,"Germany",1998,"Black,Gothic"
4070,"Aclla",2,2007,"Brazil",-,"Heavy"
4071,"Adaliah",2,2008,"USA",2008,"Deathcore,Melodic hardcore"
4072,"Admiral Sir Cloudesley Shovell",2,2008,"United Kingdom",-,"Psychedelic hard rock"
4073,"Aftershok",2,1996,"USA",1996,"Heavy"
4074,"Agro",2,1994,"South Africa",-,"Power,Thrash"
4075,"Ahamkara",2,2013,"United Kingdom",2013,"Atmospheric black"
4076,"Aion",2,2013,"Switzerland",-,"Black"
4077,"Altars",2,2005,"Australia",2005,"Death"
4078,"Amnis Nihili",2,2008,"Greece",-,"Black"
4079,"Anal Blasphemy",2,2002,"Finland",2002,"Black"
4080,"Ancestors Revenge",2,2008,"Canada",-,"Death"
4081,"ANJ",2,2003,"Russia",2003,"Alternative,Hard rock"
4082,"Antropophobia",2,2009,"Russia",-,"Atmospheric black,Doom"
4083,"Apothecary",2,2012,"USA",2012,"Death doom"
4084,"AraPacis",2,2003,"Canada",-,"Progressive,Doom,Hard rock"
4085,"Arctic Winter",2,1989,"Germany",1989,"Power,Heavy"
4086,"Arkhe",2,1995,"Mexico",-,"Technical death"
4087,"Arms",2,2012,"USA",2012,"Math,Grindcore"
4088,"Asguard",2,1996,"Belarus",-,"Melodic death"
4089,"Ass To Mouth",2,2004,"Poland",2004,"Brutal death,Grindcore"
4090,"Athelstan",2,2010,"United Kingdom",-,"Folk"
4091,"Atrium Noctis",2,2002,"Germany",2002,"Melodic black"
4092,"Aus Der Transzendenz",2,2009,"Austria",-,"Black"
4093,"Axevyper",2,2009,"Italy",2009,"Heavy"
4094,"Axewitch",2,1979,"Sweden",-,"Heavy"
4095,"Azoic",2,2011,"Iceland",2011,"Black"
4096,"Azure Agony",2,2006,"Italy",-,"Progressive"
4097,"Barús",2,2015,"France",2015,"Progressive death"
4098,"Barghest",2,2006,"USA",-,"Black"
4099,"Beaten To Death",2,2010,"Norway",2010,"Grindcore"
4100,"Beholder (ITA)",2,1998,"Italy",2005,"Melodic heavy"
4101,"Belfegor",2,1998,"Poland",1998,"Black"
4102,"Bellfast",2,1993,"Japan",-,"Celtic folk"
4103,"Beorn",2,2008,"Russia",2008,"Power,Symphonic"
4104,"Bill Ward",2,1989,"United Kingdom",-,"Hard rock"
4105,"Birds Of Prey",2,2006,"USA",2006,"Sludge,Death"
4106,"Birth Through Gore",2,2007,"Greece",-,"Brutal death"
4107,"Black Knight Symfonia",2,2008,"Monaco",2008,"Gothic,Symphonic,Power"
4108,"Blackfinger",2,2012,"USA",-,"Doom"
4109,"Blackwater",2,2011,"USA",2011,"Heavy,Doom"
4110,"Blackwood",2,2015,"Italy",-,"Drone doom,Industrial"
4111,"Blood Revolt",2,2010,"Canada",2010,"Black,Death"
4112,"Blood Stained Dusk",2,1998,"USA",-,"Black"
4113,"Boomerang",2,1996,"Germany",1996,"Heavy,Power"
4114,"Camel Of Doom",2,2001,"United Kingdom",-,"Doom,Stoner"
4115,"Cap De Craniu",2,2007,"Romania",2007,"Death,Grindcore"
4116,"Cardinals Folly",2,2007,"Finland",-,"Doom"
4117,"Carn Dûm",2,2012,"Germany",2012,"Black"
4118,"Carnal Lust",2,1998,"France",-,"Brutal death"
4119,"Carpatica",2,2009,"Romania",2009,"Pagan black,Folk"
4120,"Catarsis Incarne",2,2002,"Costa Rica",-,"Death"
4121,"Cavus",2,2008,"Finland",2008,"Black"
4122,"Chaos Magic",2,2015,"Chile",-,"Symphonic,Gothic"
4123,"Chaosfear",2,1999,"Brazil",1999,"Thrash"
4124,"Chariot",2,1981,"United Kingdom",-,"New wave of british heavy,Heavy"
4125,"Chariots Of The Gods",2,2007,"Canada",2007,"Melodic death,Metalcore"
4126,"Christgrinder",2,2009,"United Kingdom",-,"Black,Death"
4127,"Cloud Rat",2,2010,"USA",2010,"Grindcore"
4128,"Coliseum",2,2003,"USA",-,"Hardcore,Post-,Hardcore,Punk"
4129,"Colombian Necktie",2,2010,"USA",2010,"Sludge,Alternative"
4130,"Common Grave",2,1999,"Italy",-,"Brutal death,Black"
4131,"Communion Of Thieves",2,2010,"USA",2010,"Black,Grindcore"
4132,"Coprolith",2,2001,"Finland",-,"Death,Black"
4133,"Coven 13",2,1985,"USA",1985,"Doom"
4134,"Crehated",2,2005,"Italy",-,"Death,Thrash"
4135,"Cretura",2,2010,"Norway",2010,"Extreme symphonic"
4136,"Crimson Sun",2,2001,"Finland",-,"Symphonic"
4137,"Crom Dubh",2,2003,"United Kingdom",2003,"Black"
4138,"Crossbreed",2,1996,"USA",-,"Industrial"
4139,"Cryptal Darkness",2,1993,"Australia",1993,"Gothic doom,Death doom"
4140,"Cryptic Warning",2,2000,"USA",2006,"Technical death,Thrash"
4141,"Dahakara",2,2013,"Turkey",2013,"Ambient,Experimental black"
4142,"Dakesis",2,2008,"United Kingdom",-,"Progressive power"
4143,"Dark Arena",2,2004,"USA",2004,"Power,Progressive,Thrash"
4144,"Dead In The Dirt",2,2008,"USA",2014,"Grindcore"
4145,"Dead Infection",2,1990,"Poland",1990,"Deathgrind"
4146,"Dead River Runs Dry",2,2012,"Australia",-,"Black"
4147,"Deadlands",2,2010,"USA",2010,"Us power"
4148,"Deadly Mosh",2,2008,"Serbia",-,"Thrash"
4149,"Deafening Silence",2,1997,"France",1997,"Heavy"
4150,"Death Of Self",2,2008,"USA",2012,"Grindcore"
4151,"Death Penalty",2,2013,"nan",2013,"Doom,Heavy"
4152,"Death Toll 80k",2,2005,"Finland",-,"Grindcore"
4153,"Deathrite",2,2010,"Germany",2010,"Grindcore"
4154,"Defender",2,1984,"The Netherlands",-,"Power,Thrash"
4155,"Desolate Pathway",2,2013,"United Kingdom",2013,"Epic doom"
4156,"Despair (SYR)",2,2009,"Syria",-,"Black"
4157,"Desperado",2,1988,"USA",1988,"Heavy"
4158,"Despond",2,1995,"France",2004,"Doom"
4159,"Deuil",2,2012,"Belgium",2012,"Black,Doom,Sludge"
4160,"Deus X Machina",2,2012,"Argentina",-,"Progressive,Power"
4161,"Di'Anno",2,1983,"United Kingdom",1983,"Hard rock,Heavy"
4162,"Dialectic Soul",2,2000,"Belarus",-,"Symphonic black,Progressive"
4163,"Dictator",2,2005,"Cyprus",2005,"Black,Funeral doom,Dark,Ambient"
4164,"Dissension",2,2007,"Canada",-,"Melodic death,Melodic black"
4165,"Distaste",2,2000,"Austria",2000,"Grindcore"
4166,"Doctor Livingstone",2,1998,"France",-,"Hardcore,Black,Punk"
4167,"Doga",2,1989,"Czech Republic",1989,"Thrash,Heavy"
4168,"Doyle",2,2012,"USA",-,"Groove metal ,Hardcore"
4169,"Dr.X",2,2013,"Spain",2013,"Heavy"
4170,"Dramatvm",2,2003,"Mexico",-,"Melodic death,Gothic"
4171,"Dreamlost",2,1996,"France",1996,"Progressive"
4172,"Dysrider",2,2014,"Switzerland",-,"Symphonic"
4173,"Dysylumn",2,2010,"France",2010,"Progressive black,Death"
4174,"E-Force",2,2001,"Canada, France",-,"Thrash"
4175,"Ebonillumini",2,2008,"United Kingdom",2008,"Avantgarde black"
4176,"Edgedown",2,2008,"Germany",-,"Heavy"
4177,"Eeriness",2,1996,"Switzerland",1996,"Heavy,Gothic"
4178,"Ehnahre",2,2006,"USA",-,"Black,Death,Doom"
4179,"Eibon la Furies",2,2005,"United Kingdom",2005,"Gothic,Avantgarde black"
4180,"Elvira Madigan",2,1995,"Sweden",2008,"Symphonic black"
4181,"Empires Of Eden",2,2008,"Australia",2008,"Melodic power"
4182,"Encorion",2,2007,"The Netherlands",-,"Viking folk"
4183,"Entheos (CAN)",2,2011,"Canada",2011,"Black"
4184,"Epistasis",2,2008,"USA",-,"Experimental black"
4185,"Eternal Reign",2,1997,"Germany",1997,"Power"
4186,"Eternal Sorrow",2,1994,"Brazil",-,"Gothic doom"
4187,"Ethernity",2,2000,"Belgium",2000,"Progressive power"
4188,"Exhausted Prayer",2,1997,"USA",-,"Progressive black,Progressive death"
4189,"Exiled",2,1997,"USA",1997,"Power,Speed,Thrash"
4190,"Felony",2,1992,"Switzerland",-,"Melodic heavy"
4191,"Filii Nigrantium Infernalium",2,1989,"Portugal",1989,"Black,Thrash"
4192,"Final Crusade",2,2011,"Switzerland",-,"Heavy"
4193,"Forces United",2,2013,"Russia",2013,"Power"
4194,"Fornicus",2,2013,"USA",-,"Black"
4195,"Foul Body Autopsy",2,2010,"United Kingdom",2010,"Death"
4196,"Freitod",2,2005,"Germany",-,"Black"
4197,"Frightmare",2,2002,"USA",2002,"Death,Thrash,Grindcore"
4198,"Frozen Winds",2,2007,"Cyprus",-,"Black"
4199,"Funeral Whore",2,2006,"The Netherlands",2006,"Death"
4200,"Gateway To Selfdestruction",2,2013,"Germany",-,"Black"
4201,"Gehennah",2,1992,"Sweden",1992,"Thrash"
4202,"Genocide Shrines",2,2011,"Sri Lanka",-,"Black,Death"
4203,"Ghee-Yeh",2,2008,"Chile",2008,"Heavy"
4204,"Ghost Voyage",2,2008,"Finland",-,"Death doom"
4205,"Goblin Hovel",2,2010,"USA",2010,"Folk"
4206,"God Mother",2,2012,"Sweden",-,"Grindcore"
4207,"Gone Postal",2,2007,"Iceland",2007,"Death"
4208,"Goodbye To Gravity",2,2011,"Romania",2015,"Melodic metalcore"
4209,"Gothic Knights",2,1990,"USA",1990,"Power"
4210,"Grave Upheaval",2,2008,"Australia",-,"Death"
4211,"Gravehill",2,2001,"USA",2001,"Thrash,Death"
4212,"Griffar",2,1997,"France",-,"Melodic black"
4213,"Gverr",2,2007,"Albania",2007,"Progressive death,Death,Thrash"
4214,"Gypsyhawk",2,2008,"USA",2015,"Heavy"
4215,"Hæthen",2,2009,"USA",2009,"Black"
4216,"Haar",2,2008,"United Kingdom",-,"Atmospheric black,Progressive black"
4217,"Hadean",2,2012,"USA",2012,"Progressive,Hardcore,Jazz fusion"
4218,"Haikai No Ku",2,2012,"United Kingdom",-,"Doom,Stoner"
4219,"Heavydeath",2,2013,"Sweden",2013,"Death doom"
4220,"Hegemone",2,2010,"Poland",-,"Black,Post-metal,Sludge"
4221,"Hell Within",2,1998,"USA",1998,"Metalcore"
4222,"Hemelbestormer",2,2012,"Belgium",-,"Post-metal"
4223,"Herald",2,2000,"Estonia",2000,"Heavy"
4224,"Hourswill",2,2009,"Portugal",-,"Progressive"
4225,"House Of Low Culture",2,2000,"USA",2000,"Drone doom,Ambient,Experimental"
4226,"Howling Syn",2,1998,"Canada",-,"Gothic"
4227,"Human Cull",2,2007,"United Kingdom",2007,"Grindcore"
4228,"Hydra Vein",2,1987,"United Kingdom",1990,"Thrash"
4229,"I Chaos",2,2009,"The Netherlands",2009,"Brutal death"
4230,"Iluminato",2,2010,"Brazil",-,"Gothic"
4231,"Implore",2,2013,"Germany",2013,"Grindcore"
4232,"Inciter",2,2000,"Croatia",-,"Thrash"
4233,"Infinitum Obscure",2,2000,"Mexico",2000,"Death"
4234,"Insane",2,1997,"France",-,"Power,Thrash"
4235,"Iskra",2,2002,"Canada",2002,"Black,Crust,Punk"
4236,"Johansson & Speckmann",2,2013,"Sweden",-,"Death"
4237,"Karmaflow",2,2013,"The Netherlands",2013,"Symphonic"
4238,"Karyn Crisis' Gospel Of The Witches",2,2009,"USA",-,"Doom,Gothic"
4239,"Khaotika",2,2014,"USA",2014,"Melodic black,Gothic"
4240,"Killers (UK)",2,1991,"United Kingdom",2003,"Heavy"
4241,"King Fear",2,2011,"Germany",2011,"Black"
4242,"King's-Evil",2,1989,"Japan",-,"Thrash"
4243,"Kingdragon",2,2006,"Greece",2006,"Melodic heavy,Hard rock"
4244,"Kognitiv Tod",2,2014,"USA",-,"Black"
4245,"Kolp",2,2007,"Hungary",2007,"Black,Doom"
4246,"Korum",2,1999,"France",-,"Death"
4247,"Kragens",2,2000,"France",2000,"Heavy,Power,Thrash"
4248,"Krokmitën",2,1991,"Canada",-,"Experimental death"
4249,"Krokodil",2,2011,"United Kingdom",2011,"Progressive sludge"
4250,"Kultika",2,2008,"Romania",-,"Black,Post-metal"
4251,"Landskap",2,2012,"United Kingdom",2012,"Doom,Psychedelic rock"
4252,"Last In Line",2,2012,"USA",-,"Heavy,Hard rock"
4253,"Legend (JE)",2,1980,"Jersey",1980,"New,Wave,Of british heavy,Heavy"
4254,"Liquorworks",2,2006,"Finland",-,"Experimental progressive"
4255,"Lody Kong",2,2011,"USA",2011,"Crossover thrash,Hardcore,Punk"
4256,"Lonely Kamel",2,2005,"Norway",-,"Stoner rock"
4257,"Looking For An Answer",2,1999,"Spain",1999,"Grindcore"
4258,"Lunar Path",2,2006,"Finland",-,"Gothic"
4259,"Lunarium",2,2005,"USA",2005,"Folk"
4260,"Malrun",2,2005,"Denmark",-,"Melodic hard rock"
4261,"Man Made Origin",2,2008,"United Kingdom",2008,"Progressive"
4262,"Maniac Butcher",2,1992,"Czech Republic",-,"Black"
4263,"Marche Funèbre",2,2007,"Belgium",2007,"Death,Doom"
4264,"Marseille",2,1976,"United Kingdom",-,"New wave of british heavy,Heavy"
4265,"Mastermind",2,1986,"USA",1986,"Progressive rock,Symphonic rock,Fusion ,Progressive,Instrumental"
4266,"Masterstroke",2,2002,"Finland",-,"Heavy"
4267,"Means End",2,2011,"Sweden",2011,"Progressive"
4268,"Mena Brinno",2,2006,"USA",-,"Gothic,Symphonic"
4269,"Mephistopheles",2,2004,"Australia",2004,"Technical death"
4270,"Merkabah",2,2002,"Canada",-,"Heavy"
4271,"Methadone Skies",2,2009,"Romania",2009,"Atmospheric sludge,Stoner,Psychedelic rock"
4272,"Moon (POL)",2,1996,"Poland",-,"Black,Death"
4273,"Mordbrand",2,2006,"Sweden",2006,"Death"
4274,"Morgain",2,1995,"Slovak Republic",2015,"Atmospheric doom,Folk"
4275,"Morian",2,2002,"Finland",2002,"Gothic,Heavy"
4276,"Myopia",2,2003,"USA",2011,"Progressive"
4277,"Myrah",2,2005,"Sweden",2005,"Gothic"
4278,"Mysto Dysto",2,1983,"The Netherlands",1987,"Speed,Thrash"
4279,"N R C S S S T",2,2011,"Lithuania, Germany",2011,"Atmospheric black,Post-metal,Shoegaze"
4280,"N.I.L.",2,2004,"USA",-,"Black,Doom"
4281,"Naamah",2,1996,"Poland",1996,"Gothic,Progressive"
4282,"Nailed",2,2000,"United Kingdom",-,"Brutal death"
4283,"Nasty Idols",2,1987,"Sweden",1987,"Heavy,Glam,Glam rock"
4284,"Natron",2,1992,"Italy",-,"Death"
4285,"Nebukadnezza",2,2002,"United Kingdom",2002,"Death,Thrash,Hardcore"
4286,"Necromancing The Stone",2,2014,"USA",-,"Melodic death"
4287,"Nerve End",2,2009,"Finland",2009,"Alternative,Progressive"
4288,"Next To None",2,2013,"USA",-,"Progressive"
4289,"Night Viper",2,2014,"Sweden",2014,"Heavy"
4290,"Nightly Gale",2,1996,"Poland",-,"Black,Doom"
4291,"Noctum",2,2009,"Sweden",2009,"Doom,Heavy,Hard rock"
4292,"Non Serviam",2,1995,"Sweden",-,"Death"
4293,"North (USA)",2,2005,"USA",2005,"Post-metal,Sludge"
4294,"Northern Plague",2,2009,"Poland",-,"Black,Death"
4295,"NunFuckRitual",2,2006,"Norway",2006,"Black"
4296,"Nycticorax",2,2003,"Latvia",-,"Black"
4297,"Oblivionized",2,2008,"United Kingdom",2008,"Technical death,Grindcore"
4298,"Obsidian Sea",2,2009,"Bulgaria",-,"Doom"
4299,"Ocultan",2,1994,"Brazil",1994,"Black"
4300,"Odyssey",2,1989,"Spain",-,"Progressive"
4301,"Ogre",2,1999,"USA",1999,"Doom,Hard rock"
4302,"Oleg Izotov",2,2003,"Russia",-,"Alternative,Instrumental heavy"
4303,"One Step Beyond",2,1997,"Australia",1997,"Experimental death"
4304,"Onirism",2,2014,"France",-,"Symphonic black"
4305,"Op?a Opasnost",2,1992,"Croatia",1992,"Hard rock"
4306,"Orchid's Curse",2,2005,"Canada",-,"Metalcore"
4307,"Ordinul Negru",2,2004,"Romania",2004,"Black"
4308,"Oxiplegatz",2,1993,"Sweden",1998,"Avantgarde"
4309,"Pain Principle",2,1993,"USA",1993,"Thrash,Death"
4310,"Paragon Of Beauty",2,1994,"Germany",2001,"Gothic"
4311,"Paramnesia",2,2005,"France",2005,"Black"
4312,"Phantom",2,2005,"Denmark",-,"Black"
4313,"Protean",2,2013,"Latvia",2013,"Black"
4314,"Psudoku",2,2010,"Norway",-,"Avantgarde,Grindcore"
4315,"Pure Inc",2,2001,"Switzerland",2001,"Hard rock,Alternative"
4316,"Pyrrhon",2,2008,"USA",-,"Technical death"
4317,"Quinta Essentia",2,2004,"USA",2004,"Black,Death"
4318,"Reality Grey",2,2004,"Italy",-,"Melodic death"
4319,"Realmbuilder",2,2008,"USA",2008,"Epic doom,Heavy"
4320,"Resurrecturis",2,1990,"Italy",-,"Death"
4321,"Retriem",2,2003,"Russia",2003,"Power"
4322,"Rev 16:8",2,2008,"Sweden",2012,"Black"
4323,"Revelation's Hammer",2,2007,"Norway",2007,"Black"
4324,"Romuvos",2,2014,"Lithuania",-,"Folk"
4325,"Rudhira",2,2010,"Norway",2010,"Progressive"
4326,"Sabachthani",2,2002,"Sweden",-,"Gothic,Doom"
4327,"Sadistic Gore",2,2004,"Brazil",2004,"Death"
4328,"Sandalinas",2,2001,"Spain",-,"Melodic progressive"
4329,"Santo Rostro",2,2013,"Spain",2013,"Doom,Stoner"
4330,"Saracen",2,1976,"United Kingdom",-,"New wave of british heavy,Heavy,Progressive"
4331,"Sarcofagus",2,1977,"Finland",1977,"Progressive heavy"
4332,"Sargatanas Reign",2,1997,"Sweden",2008,"Death"
4333,"Scald (RUS)",2,1993,"Russia",1993,"Epic doom"
4334,"Scar Of The Sun",2,2004,"United Kingdom, Greece",-,"Gothic doom"
4335,"Scarblade",2,2015,"Greece, Sweden",2015,"Heavy"
4336,"Sea Witch",2,2014,"Canada",-,"Blackened doom,Sludge"
4337,"Seamount",2,2007,"Germany",2007,"Doom"
4338,"Sectu",2,2005,"Sweden",-,"Death"
4339,"Sedna",2,2009,"Italy",2009,"Black,Sludge"
4340,"Seita",2,2007,"The Netherlands",-,"Death,Thrash"
4341,"Septic Death",2,1981,"USA",1981,"Hardcore"
4342,"Serpent Omega",2,2011,"Sweden",-,"Doom,Sludge"
4343,"Serpent Venom",2,2008,"United Kingdom",2008,"Doom"
4344,"Severed",2,2014,"Iceland",-,"Brutal death,Technical death"
4345,"Shadow Of The Colossus",2,2009,"USA",2009,"Deathcore"
4346,"Shallow Rivers",2,2007,"Russia",-,"Death doom,Atmospheric doom"
4347,"Shaman (FIN)",2,1997,"Finland",1997,"Folk"
4348,"Shannon",2,1998,"France",-,"Hard rock,Heavy"
4349,"Shatterpoint",2,2001,"Canada",2001,"Power,Thrash"
4350,"Shredding The Envelope",2,2008,"USA",-,"Heavy,Thrash"
4351,"Silent Memorial",2,1992,"Switzerland",1992,"Heavy,Progressive"
4352,"Siren",2,2012,"USA",-,"Black,Doom,Heavy"
4353,"Sirocco",2,2003,"Ireland",2003,"Heavy,Folk,Thrash"
4354,"Skraeckoedlan",2,2009,"Sweden",-,"Psychedelic stoner"
4355,"Slabdragger",2,2008,"United Kingdom",2008,"Doom,Sludge"
4356,"Slidhr",2,2005,"Ireland",-,"Black"
4357,"Slivers Cross",2,2008,"Latvia",2008,"Metalcore,Alternative"
4358,"Slow",2,2007,"Belgium",-,"Atmospheric doom,Funeral doom"
4359,"Solifvgae",2,2014,"Brazil",2014,"Atmospheric black,Post-metal"
4360,"Sonic Reign",2,1997,"Germany",-,"Black"
4361,"Sorrowful",2,2009,"Sweden",2009,"Death doom"
4362,"Sorrowful Angels",2,1999,"Greece",-,"Gothic"
4363,"Soul Dissolution",2,2012,"Belgium",2012,"Black"
4364,"Soulless",2,1997,"USA",-,"Melodic death,Thrash"
4365,"Sourvein",2,1993,"USA",1993,"Doom,Sludge"
4366,"Spaceking",2,2009,"Russia",-,"Progressive,Progressive rock,Stoner rock,Stonerinstrumental"
4367,"Spartan Warrior",2,1980,"United Kingdom",1980,"New wave of british heavy,Heavy"
4368,"Splattered Mermaids",2,2005,"Sweden",2015,"Brutal death,Grindcore"
4369,"Srogo??",2,2013,"Poland",2013,"Black"
4370,"Standing Ovation",2,2006,"Finland",-,"Progressive"
4371,"Station Dysthymia",2,2007,"Russia",2007,"Funeral doom"
4372,"T?zmadár",2,1999,"Hungary",-,"Power"
4373,"Tanagra",2,2010,"USA",2010,"Us power,Heavy"
4374,"Tempestuous Fall",2,2011,"Australia",2013,"Funeral doom,Death doom"
4375,"Temple Of Evil",2,2008,"Cyprus",2008,"Black"
4376,"Terror Empire",2,2009,"Portugal",-,"Groove thrash"
4377,"Tesa",2,2005,"Latvia",2005,"Post-metal,Sludge,Hardcore"
4378,"The Arson Project",2,2005,"Sweden",-,"Grindcore"
4379,"The Batallion",2,2006,"Norway",2006,"Thrash"
4380,"The Belonging",2,1998,"United Kingdom",-,"Blackened death"
4381,"The Doomsday Kingdom",2,2016,"Sweden",2016,"Doom"
4382,"The Earls Of Mars",2,2012,"United Kingdom",-,"Avantgarde"
4383,"The Everdawn",2,1993,"Sweden",1993,"Melodic death"
4384,"The Experiment No.Q",2,2012,"Italy",-,"Progressive"
4385,"The Night Flight Orchestra",2,2007,"Sweden",2007,"Hard rock"
4386,"The Oracle",2,2006,"Canada",2011,"Extreme progressive"
4387,"The Order Of Chaos",2,2003,"Canada",2003,"Heavy,Power,Thrash"
4388,"The Silent Wedding",2,2006,"Greece",-,"Heavy"
4389,"The Wakedead Gathering",2,2007,"USA",2007,"Death"
4390,"Theories",2,2010,"USA",-,"Deathgrind"
4391,"Those Who Bring The Torture",2,2007,"Sweden",2007,"Death,Grindcore"
4392,"Throes Of Sanity",2,-,"USA",-,"Us power"
4393,"Titaan",2,2015,"Italy",2015,"Black"
4394,"Tribune",2,2004,"Canada",-,"Melodic thrash,Progressive"
4395,"Trimonium",2,1998,"Germany",1998,"Pagan black"
4396,"Triumfall",2,2006,"Serbia",-,"Black"
4397,"Trophallaxy",2,2007,"Swaziland",2007,"Power,Symphonic"
4398,"Unchained",2,1998,"Sweden",2006,"Heavy"
4399,"Unholy Matrimony",2,2000,"Switzerland",2000,"Black"
4400,"Unwritten Pages",2,2005,"The Netherlands",-,"Progressive"
4401,"Urban Tales",2,2005,"Portugal",2005,"Gothic rock,Alternative"
4402,"Usurpress",2,2010,"Sweden",-,"Death"
4403,"Vôdûn",2,2012,"United Kingdom",2012,"Stoner,Psychedelic rock"
4404,"Vaalnor",2,2009,"Switzerland",-,"Folk"
4405,"Valkenrag",2,2006,"Poland",2006,"Melodic death"
4406,"Vardis",2,1973,"United Kingdom",-,"New wave of british heavy,Heavy"
4407,"Venin Noir",2,2001,"Brazil",2001,"Gothic"
4408,"Vermilion",2,2008,"Romania",2015,"Experimental black"
4409,"VII Gates",2,1999,"Sweden",1999,"Heavy,Progressive power"
4410,"Villainy",2,2010,"The Netherlands",-,"Blackened thrash,Crust,Punk"
4411,"Vise Versa",2,2012,"France",2012,"Alternative"
4412,"Vista Chino",2,2010,"USA",2014,"Stoner rock"
4413,"Vitriol",2,2007,"Italy",2007,"Progressive"
4414,"Void Of Sleep",2,2010,"Italy",-,"Sludge"
4415,"Vomitile",2,2007,"Cyprus",2007,"Death,Thrash"
4416,"Vox Tempus",2,2003,"USA",-,"Progressive"
4417,"Wells Valley",2,2011,"Portugal",2011,"Progressive sludge,Post-metal"
4418,"When Woods Make Graves",2,2011,"United Kingdom",-,"Atmospheric black"
4419,"Whitehorse",2,2004,"Australia",2004,"Drone doom,Sludge"
4420,"Wilt",2,2010,"Canada",-,"Atmospheric black"
4421,"Winds Of Torment",2,2001,"France",2001,"Melodic death"
4422,"Witchbound",2,2013,"Germany",-,"Melodic power,Heavy"
4423,"Within The Fall",2,2010,"Sweden",2010,"Death doom"
4424,"WIZ",2,1996,"Sweden",-,"Power"
4425,"Woburn House",2,2005,"Germany",2005,"Post-metal"
4426,"Wolvserpent",2,2005,"USA",-,"Drone doom"
4427,"Woods Of Belial",2,1995,"Finland",1995,"Black,Funeral doom,Industrial doom,Doom"
4428,"Worth Dying For",2,2002,"Canada",-,"Progressive death,Melodic death"
4429,"Yawarhiem",2,2005,"Peru",2005,"Symphonic power,Folk"
4430,"Yogth Sothoth",2,2003,"Colombia",-,"Brutal death"
4431,"Zavorash",2,1996,"Sweden",1996,"Black"
4432,"11Paranoias",1,2011,"United Kingdom",-,"Doom,Sludge"
4433,"48 Crash",1,1975,"Germany",1975,"Progressive rock,Heavy"
4434,"7 H. Target",1,2005,"Russia",-,"Brutal death"
4435,"A Gruesome Find",1,1998,"USA",1998,"Blackened death"
4436,"A New Dawn",1,1997,"The Netherlands",-,"Gothic,Symphonic"
4437,"Abhorrent",1,2007,"USA",2007,"Brutal death,Technical death"
4438,"Absconditus",1,2010,"France",-,"Black"
4439,"Acrosome",1,2009,"Turkey",2009,"Depressive black,Dark ambient"
4440,"Adagio (BRA)",1,1995,"Brazil",-,"Death doom"
4441,"Aeon Throne",1,2010,"Norway",2010,"Black,Death"
4442,"Against Nature",1,2004,"USA",-,"Doom,Hard rock,Progressive rock"
